item_id,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,consensus_C,rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy
SA-000170,23210,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.039607805437114,2.6532998322843198,True,True,True,0.6147993803024292,2,2,10,64,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000171,226143,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.4696938456699067,0.8944271909999159,False,False,False,0.5780777335166931,1,1,9,34,,,,,,,False,False,False,False,False,silver_unresolved
SA-000172,189714,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.4898979485566356,True,True,True,0.9002881050109863,1,1,9,16,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000173,161580,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.0,0.4898979485566356,False,False,False,0.48134279251098633,1,1,9,17,,,,,,,False,False,False,False,False,silver_unresolved
SA-000174,35575,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.5491933384829668,0.8944271909999159,True,True,True,0.5292066335678101,1,1,9,15,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000175,58823,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.5999999999999999,0.4898979485566356,False,False,False,0.5541909337043762,1,1,10,29,,,,,,,False,False,False,False,False,silver_unresolved
SA-000176,17124,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.4966629547095764,1.7888543819998317,True,False,True,0.6666902303695679,1,1,10,35,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000177,33840,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.634431657799189,5.1536394906900505,True,True,True,0.5237947702407837,1,1,7,14,,,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000178,106030,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.4966629547095764,3.4871191548325386,True,False,True,0.8748863339424133,1,1,15,11,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000179,28656,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.0591260281974,0.4,False,False,False,0.5646902918815613,1,1,13,40,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000180,134997,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.6324555320336759,0.4898979485566356,False,False,False,0.7495447397232056,1,1,9,29,,,,,,,False,False,False,False,False,silver_unresolved
SA-000181,92419,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.9797958971132711,1.019803902718557,True,False,True,0.4418170750141144,1,1,8,19,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000182,60431,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.68101376568428,4.664761515876241,False,False,False,0.35146865248680115,1,1,16,35,Unresolved,unresolved,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000183,142294,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.16619037896906,0.4,False,False,False,0.537943959236145,1,1,8,29,,,,,,,False,False,False,False,False,silver_unresolved
SA-000184,189876,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.5999999999999999,0.4898979485566356,True,True,True,0.5165678262710571,1,1,9,23,,,,,,,False,False,False,False,False,silver_unresolved
SA-000185,70645,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,4.2708313008125245,1.2649110640673518,False,False,False,0.2513602375984192,1,1,8,24,,,,,,,False,False,False,False,False,silver_unresolved
SA-000186,8864,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.8,True,True,True,0.6309821009635925,1,1,7,32,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000187,139910,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.9393876913398134,2.6532998322843198,False,False,False,0.6907844543457031,1,1,8,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000188,172753,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.8284271247461903,2.4,True,True,True,0.685226321220398,1,1,9,34,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000189,9410,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.616263691415208,5.122499389946279,True,True,True,0.2515104413032532,2,2,7,47,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000190,35406,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.5491933384829668,0.7483314773547882,False,False,False,0.39577293395996094,1,1,10,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000191,28447,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,4.1182520563948,1.6,True,True,True,0.5424472093582153,1,1,10,53,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000192,71269,rescue,,Refuted,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.496086290559932,6.1838499334961226,False,False,False,0.3589251935482025,1,1,10,39,Ambiguous,representation_sensitive,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000193,185206,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,12.165525060596439,6.06630035524124,False,True,False,0.36927181482315063,1,1,11,27,Ambiguous,partial_warrant,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000194,152637,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.8,1.5999999999999999,False,False,False,0.6686971783638,1,1,11,33,,,,,,,False,False,False,False,False,silver_unresolved
SA-000195,105216,resistant,,Supported,wrong_to_wrong,correct_to_correct,Unresolved,unresolved,Ambiguous,ambiguous_majority,Supported,high_consensus,8.44748483277715,10.461357464497617,True,True,True,0.6567201614379883,1,1,14,23,Ambiguous,partial_warrant,Ambiguous,partial_warrant,,,False,True,False,False,False,silver_structured_evidence_sensitive
SA-000196,8870,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.4,True,True,True,0.3739742338657379,1,1,14,30,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000197,92769,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.33238075793812,4.2708313008125245,False,False,False,0.3602672815322876,1,1,18,28,,,,,,,False,False,False,False,False,silver_unresolved
SA-000198,109898,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.7888543819998317,2.0396078054371136,True,True,True,0.5800672769546509,1,1,7,30,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000199,73443,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.2649110640673518,2.5298221281347035,True,True,True,0.6522565484046936,1,1,9,31,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000200,221086,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.6324555320336759,0.8944271909999159,True,True,True,0.3037390112876892,1,1,9,55,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000201,6833,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.8705400188814645,0.4898979485566356,False,False,False,0.6313356757164001,1,1,6,20,,,,,,,False,False,False,False,False,silver_unresolved
SA-000202,54742,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,12.4,0.8,True,False,True,0.5530984401702881,1,1,16,49,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000203,130248,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.918628786045282,4.8,True,True,True,0.3375154137611389,1,1,5,12,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000204,12820,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.6532998322843198,2.5298221281347035,False,False,False,0.6657928228378296,1,1,9,31,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000205,64769,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.8944271909999159,0.8,False,False,False,0.6730466485023499,1,1,7,22,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000206,133843,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.33238075793812,4.48998886412873,False,False,False,0.6229415535926819,2,2,8,43,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000207,221131,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.0,0.4898979485566356,False,False,False,0.5703927278518677,1,1,10,34,,,,,,,False,False,False,False,False,silver_unresolved
SA-000208,11290,rescue,,Refuted,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,16.117071694324622,0.7483314773547882,False,False,False,0.26842886209487915,1,1,10,28,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000209,151576,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.33238075793812,0.4898979485566356,False,True,False,0.8334296941757202,1,1,9,20,,,,,,,False,False,False,False,False,silver_unresolved
SA-000210,18355,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,18.43474979488466,0.7483314773547882,False,False,False,0.4496084153652191,1,1,11,46,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000211,172713,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.95989949685296,3.2,False,True,False,0.8125118017196655,2,2,14,71,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000212,194344,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.019803902718557,0.7483314773547882,True,True,True,0.657076895236969,2,2,10,63,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000213,226100,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,17.928747864811978,0.8944271909999159,False,False,False,0.3905838131904602,1,1,10,39,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000214,37929,rescue,,Supported,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,15.91979899370592,1.2649110640673518,True,True,True,0.3566465377807617,1,1,5,19,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000215,87760,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,19.85547783358537,0.4898979485566356,True,False,True,0.6433126926422119,1,1,9,18,Ambiguous,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000216,227093,robust,,Supported,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,15.07846145997661,0.4898979485566356,True,True,True,0.47876960039138794,1,1,12,23,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000217,205129,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,3.5777087639996634,2.33238075793812,True,True,True,0.6069883108139038,1,1,7,32,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000218,88110,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,13.230268326832983,3.4871191548325386,True,True,True,0.44732388854026794,1,1,15,25,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000219,86279,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,16.965848048358797,0.4898979485566356,True,True,True,0.5817586779594421,1,1,9,17,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000220,165653,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.036431551237484,5.440588203494177,False,False,False,0.5425995588302612,1,1,6,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000221,119878,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.280350850198276,1.4966629547095764,False,True,False,0.779125452041626,1,1,12,26,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000222,200296,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,17.99555500672319,0.7483314773547882,False,False,False,0.6006230115890503,1,1,11,30,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000223,166919,rescue,,Supported,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,16.823792675850473,0.7483314773547882,True,True,True,0.6021766662597656,1,1,5,14,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000224,369,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.772684879784522,2.3323807579381204,False,False,False,0.7071808576583862,1,1,10,53,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000225,76562,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.0396078054371136,1.5999999999999999,True,True,True,0.7622185945510864,1,1,11,28,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000226,187775,robust,,Supported,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,17.9510445378535,0.7483314773547882,True,True,True,0.4398342967033386,1,1,8,24,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000227,7762,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.9390719429665315,1.2649110640673518,False,False,False,0.6628498435020447,1,1,9,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000228,224378,rescue,,Supported,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,17.70197729068705,0.8,True,True,True,0.5832948088645935,1,1,13,25,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000229,107667,rescue,,Supported,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,14.554724318928201,2.4,False,False,False,0.5209871530532837,1,1,10,19,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000230,103003,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,20.62619693496598,12.139192724394814,True,True,True,0.609049916267395,1,1,7,15,Ambiguous,partial_warrant,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000231,113686,resistant,,Supported,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.554387843269576,7.657675887630659,True,True,True,0.8113910555839539,3,3,17,63,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000232,212333,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.7483314773547882,0.7483314773547882,False,False,False,0.7965924143791199,1,1,12,27,,,,,,,False,False,False,False,False,silver_unresolved
SA-000233,104178,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.7483314773547882,0.4898979485566356,False,False,False,0.7900259494781494,1,1,6,12,,,,,,,False,False,False,False,False,silver_unresolved
SA-000234,1667,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,17.79438113562818,2.33238075793812,True,True,True,0.41303032636642456,1,1,8,29,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000235,219149,rescue,,Refuted,correct_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.4898979485566356,0.4898979485566356,False,False,False,0.7196955680847168,1,1,10,51,,,,,,,False,False,False,False,False,silver_unresolved
SA-000236,32891,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.740919818541086,4.147288270665544,False,False,False,0.614625096321106,1,1,7,26,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000237,4100,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,18.967340351245873,0.4898979485566356,True,True,True,0.26781049370765686,1,1,7,19,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000238,79420,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Refuted,high_consensus,9.32952303175248,11.77454882362802,True,True,True,0.4293491244316101,1,1,7,55,Refuted,semantic_conflict,Refuted,judge_error,,,False,True,False,False,False,silver_structured_evidence_sensitive
SA-000239,120190,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.997777503361595,8.452218643646177,False,True,False,0.7767355442047119,1,1,13,40,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000240,162662,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.715966241192895,4.019950248448356,True,True,False,0.745444655418396,1,1,7,49,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000241,211027,robust,,Refuted,correct_to_correct,correct_to_correct,Unresolved,unresolved,Refuted,high_consensus,Refuted,high_consensus,11.249888888340186,0.8,False,False,False,0.8057708144187927,1,1,11,25,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000242,38082,rescue,,Supported,wrong_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,2.5612496949731396,0.4898979485566356,True,True,True,0.748542308807373,1,1,12,21,,,,,,,False,False,False,False,False,silver_unresolved
SA-000243,128115,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,19.69162258423617,0.7483314773547882,False,False,False,0.3433031737804413,1,1,7,28,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000244,218237,rescue,,Supported,correct_to_correct,wrong_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,0.9797958971132712,0.7483314773547882,False,False,False,0.8843185901641846,1,1,9,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000245,144418,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,0.7483314773547882,0.7483314773547882,False,False,False,0.7032923102378845,1,1,7,25,,,,,,,False,False,False,False,False,silver_unresolved
SA-000246,10103,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,16.61806246227279,3.794733192202055,True,True,True,0.37039005756378174,1,1,10,22,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000247,175725,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.2,0.4898979485566356,False,False,False,0.8626471757888794,1,1,9,20,,,,,,,False,False,False,False,False,silver_unresolved
SA-000248,198545,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.695359714832659,3.286335345030997,True,False,True,0.5946530103683472,2,2,8,63,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000249,118806,rescue,,Supported,wrong_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Supported,high_consensus,Supported,high_consensus,18.4,1.7204650534085253,True,True,True,0.44358938932418823,1,1,7,25,Supported,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000250,130833,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,3.878143885933063,0.8944271909999159,True,True,True,0.5849711894989014,1,1,7,24,,,,,,,False,False,False,False,False,silver_clear_evidence_utilization_failure
SA-000251,169918,rescue,,Refuted,wrong_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.0954451150103321,0.4898979485566356,True,True,True,0.7782888412475586,1,1,11,43,,,,,,,False,False,False,False,False,silver_unresolved
SA-000252,83043,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Refuted,high_consensus,Refuted,high_consensus,20.36074654819906,1.019803902718557,True,True,True,0.6122708916664124,1,1,7,25,Refuted,representation_sensitive,,,,,True,False,False,False,False,silver_structured_evidence_sensitive
SA-000253,19494,robust,,Supported,correct_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,5.4258639865002145,0.4898979485566356,True,False,True,0.6955840587615967,1,1,8,22,,,,,,,False,False,False,False,False,silver_unresolved
SA-000254,65864,rescue,,Refuted,correct_to_correct,wrong_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,1.4142135623730951,1.4966629547095764,False,False,False,0.7349919080734253,1,1,12,51,,,,,,,False,False,False,False,False,silver_unresolved
SA-000255,144302,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.851495535331117,2.3664319132398464,False,True,False,0.6276557445526123,1,1,5,28,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000256,21899,resistant,,Supported,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,27.838103383671815,3.9799497484264794,True,True,True,0.3614903688430786,1,1,8,11,Unresolved,unresolved,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant
SA-000257,180573,robust,,Refuted,correct_to_correct,correct_to_correct,Refuted,high_consensus,Refuted,high_consensus,Refuted,high_consensus,2.8284271247461903,1.7435595774162693,False,True,False,0.7485470175743103,1,1,12,26,,,,,,,False,False,False,False,False,silver_unresolved
SA-000258,208422,rescue,,Supported,wrong_to_correct,correct_to_correct,Supported,high_consensus,Supported,high_consensus,Supported,high_consensus,1.4966629547095764,1.4966629547095764,False,False,False,0.8239363431930542,1,1,13,13,,,,,,,False,False,False,False,False,silver_unresolved
