claude_item_id,consensus_A,consensus_B,consensus_C,rule_A,rule_B,rule_C,ambiguous_A,ambiguous_B,ambiguous_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,mean_confidence_A,sd_confidence_A,mean_confidence_B,sd_confidence_B,mean_confidence_C,sd_confidence_C,claude_taxonomy,claude_broad,source_item_id,claim_id,order,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,grok_consensus_A,grok_consensus_B,grok_consensus_C,grok_rule_A,grok_rule_C,grok_taxonomy,grok_resolved_by_titles,grok_resolved_only_by_structure,grok_still_ambiguous_after_C,grok_reversed_after_titles,grok_reversed_after_structure,nli_disagrees,nli2_disagrees,grok_broad,grok_ambiguous_A,grok_ambiguous_B,grok_ambiguous_C
CF-000055,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,74.0,3.3466401061363023,71.0,2.9664793948382653,72.8,1.9390719429665317,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001023,115386,55,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000056,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,85.8,1.16619037896906,90.4,0.8,90.4,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000553,33547,56,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000057,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,75.6,1.3564659966250536,71.4,4.176122603564219,72.2,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000071,48810,57,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000058,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,88.6,0.8,89.6,1.4966629547095764,88.4,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000679,91498,58,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000059,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,68.4,3.4409301068170506,68.0,1.2649110640673518,64.2,5.74108003776293,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000025,134927,59,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000060,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,88.4,0.8,88.8,0.9797958971132712,88.4,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000849,87187,60,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000061,Ambiguous,Refuted,Ambiguous,ambiguous_majority,high_consensus,ambiguous_weak_sufficiency,True,False,True,True,False,True,False,False,58.2,3.9698866482558417,61.8,3.370459909270543,60.2,4.707440918375928,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000609,37773,61,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000062,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,67.4,4.363484845854286,64.2,4.578209256903839,66.0,5.830951894845301,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000033,92949,62,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000063,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,87.2,2.993325909419153,91.2,0.9797958971132712,89.6,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000694,93184,63,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000064,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.4,1.4966629547095764,57.8,2.0396078054371136,57.8,1.5999999999999999,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000262,99511,64,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,True,True,True
CF-000065,Supported,Ambiguous,Ambiguous,high_consensus,ambiguous_weak_sufficiency,ambiguous_weak_sufficiency,False,True,True,False,False,True,False,False,62.2,2.7129319932501073,57.0,1.2649110640673518,58.6,2.939387691339814,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000866,173930,65,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Supported,Ambiguous,Ambiguous,high_consensus,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,False,residual_ambiguity,False,True,True
CF-000066,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,66.4,4.63033476111609,64.6,6.053098380168622,62.4,3.2,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000274,195020,66,regression,gpt54_only,Refuted,correct_to_wrong,correct_to_correct,Refuted,Ambiguous,Ambiguous,high_consensus,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,False,True,True
CF-000067,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,66.2,1.4696938456699067,66.0,3.3466401061363023,64.8,4.308131845707604,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001039,204307,67,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000068,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,62.0,1.2649110640673518,63.6,2.33238075793812,65.4,3.4409301068170506,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000555,194795,68,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000069,Ambiguous,Refuted,Refuted,ambiguous_majority,high_consensus,high_consensus,True,False,False,True,False,False,False,False,58.0,0.0,67.4,4.715930449020639,68.4,2.65329983228432,silver_structured_evidence_sensitive,representation_sensitive,SA-000276,39018,69,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_correct,Ambiguous,Unresolved,Refuted,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,True,True,representation_sensitive,True,True,False
CF-000070,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.4,1.4966629547095764,58.2,1.8330302779823358,58.4,0.7999999999999999,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000762,35381,70,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000071,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,62.8,2.7129319932501077,60.2,2.7129319932501073,60.2,3.1240998703626617,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000052,7138,71,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000072,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,89.6,2.8705400188814645,92.0,1.6733200530681511,90.0,1.7888543819998317,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000978,172507,72,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000073,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,63.0,2.8284271247461903,65.0,3.687817782917155,65.2,4.308131845707603,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000649,172468,73,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Unresolved,Refuted,Refuted,unresolved,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000074,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,76.2,2.039607805437114,74.6,1.4966629547095764,75.6,2.244994432064365,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000324,78725,74,regression,both,Supported,correct_to_wrong,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000075,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,66.4,1.3564659966250536,63.4,2.8,64.0,2.5298221281347035,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000657,53468,75,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000076,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,67.0,3.3466401061363023,62.0,1.2649110640673518,64.2,4.214261501141095,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000761,127402,76,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000077,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.4,1.3564659966250534,70.8,2.039607805437114,72.4,2.244994432064365,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000861,88946,77,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000078,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,63.2,3.4871191548325386,68.8,4.48998886412873,66.4,3.8781438859330635,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000721,92586,78,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Supported,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,True,True,representation_sensitive,True,False,False
CF-000079,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,93.4,2.1540659228538015,95.4,0.4898979485566356,94.8,0.9797958971132711,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000942,102789,79,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000080,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,68.2,8.634813257969162,71.4,2.9393876913398134,70.4,6.740919818541086,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001000,36171,80,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000081,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.4,1.9595917942265426,60.0,1.7888543819998317,60.0,2.1908902300206643,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-001020,152955,81,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000082,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,61.2,3.1874754901018454,67.6,3.1999999999999997,62.8,3.7094473981982814,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000659,96740,82,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Ambiguous,Ambiguous,high_consensus,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,False,True,True
CF-000083,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,95.2,0.7483314773547882,95.8,0.7483314773547882,94.8,0.4,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000893,186598,83,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000084,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,92.8,0.9797958971132712,92.6,0.4898979485566356,91.6,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000615,3718,84,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000085,Supported,Ambiguous,Supported,high_consensus,ambiguous_weak_sufficiency,high_consensus,False,True,False,False,True,False,False,False,63.6,3.8781438859330635,61.6,5.817215828899594,62.0,5.253570214625479,silver_structured_evidence_sensitive,representation_sensitive,SA-001057,153147,85,regression,mini_only,Refuted,wrong_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000086,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,90.0,1.2649110640673518,89.6,1.4966629547095764,89.4,2.33238075793812,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000306,199420,86,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000087,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,64.4,2.9393876913398134,66.4,1.9595917942265422,62.6,4.63033476111609,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000944,217198,87,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Refuted,Unresolved,Refuted,high_consensus,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,False,False,representation_sensitive,False,True,False
CF-000088,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,67.6,4.079215610874228,64.2,5.3814496188294845,69.0,2.0,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000571,56284,88,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,False,evidence_utilization_failure,False,False,False
CF-000089,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,78.0,2.5298221281347035,80.0,4.560701700396552,76.6,2.1540659228538015,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000976,191445,89,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000090,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.6,7.2,78.8,4.995998398718719,65.6,3.6660605559646715,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000021,51442,90,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Unresolved,high_consensus,unresolved,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,False,False,True
CF-000091,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,69.6,0.8,68.8,0.9797958971132712,70.0,1.7888543819998317,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000230,103003,91,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000092,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,88.8,0.9797958971132712,91.0,0.8944271909999159,88.4,0.8,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000250,130833,92,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000093,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,74.0,3.7416573867739413,73.6,3.1999999999999997,69.0,7.694153624668538,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000996,153303,93,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000094,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,79.6,2.33238075793812,82.4,1.4966629547095764,81.4,1.9595917942265422,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000342,127225,94,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000095,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,84.6,0.8,93.2,1.6,90.6,2.1540659228538015,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000534,93412,95,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000096,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,60.4,1.9595917942265426,59.6,1.4966629547095764,60.0,2.1908902300206643,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000015,193860,96,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000097,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,62.0,2.1908902300206643,62.8,2.0396078054371136,60.8,2.0396078054371136,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000832,96603,97,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,False,True,residual_ambiguity,True,True,True
CF-000098,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.2,4.308131845707604,74.0,3.3466401061363023,68.4,2.33238075793812,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000353,157002,98,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000099,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.6,0.8,86.2,1.5999999999999999,85.4,1.4966629547095764,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000299,76867,99,regression,both,Supported,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000100,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,70.6,3.4409301068170506,68.4,6.248199740725323,70.8,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-001030,145926,100,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,Ambiguous,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,False,True,False,False,False,False,False,representation_sensitive,True,True,False
CF-000101,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,59.6,1.4966629547095764,60.8,0.9797958971132712,57.4,3.49857113690718,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000993,123452,101,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,False,residual_ambiguity,True,True,True
CF-000102,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,80.0,1.7888543819998317,81.6,1.4966629547095764,82.2,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000073,168537,102,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000103,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.2,2.7129319932501073,68.8,1.5999999999999999,62.6,5.71314274283428,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000999,25545,103,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000104,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,86.8,1.4696938456699067,88.0,1.2649110640673518,86.2,1.5999999999999999,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000479,108736,104,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000105,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,72.4,1.9595917942265424,73.4,2.1540659228538015,70.8,2.039607805437114,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000508,147781,105,regression,both,Refuted,correct_to_wrong,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,False,evidence_utilization_failure,False,False,False
CF-000106,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,90.8,1.5999999999999999,90.8,0.9797958971132712,88.0,0.0,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000264,191433,106,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Ambiguous,Supported,Supported,ambiguous_majority,high_consensus,silver_structured_evidence_sensitive,True,False,False,False,False,False,False,representation_sensitive,True,False,False
CF-000107,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,71.2,2.7129319932501073,68.8,1.5999999999999999,62.6,5.71314274283428,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000153,193911,107,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
CF-000108,Refuted,Refuted,Refuted,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,91.0,1.7888543819998317,92.0,1.0954451150103321,90.4,1.4966629547095764,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000892,130108,108,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Refuted,Refuted,Refuted,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,False,True,evidence_utilization_failure,False,False,False
CF-000109,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,ambiguous_majority,True,True,True,False,False,True,False,False,68.0,1.7888543819998317,65.4,1.4966629547095764,64.6,2.9393876913398134,silver_partial_or_ambiguous_warrant,residual_ambiguity,SA-000760,209859,109,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,Ambiguous,Ambiguous,ambiguous_majority,ambiguous_majority,silver_partial_or_ambiguous_warrant,False,False,True,False,False,True,True,residual_ambiguity,True,True,True
CF-000110,Supported,Supported,Supported,high_consensus,high_consensus,high_consensus,False,False,False,False,False,False,False,False,65.0,2.5298221281347035,63.6,3.6660605559646724,60.4,1.9595917942265426,silver_clear_evidence_utilization_failure,evidence_utilization_failure,SA-000544,208906,110,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Supported,Supported,Supported,high_consensus,high_consensus,silver_clear_evidence_utilization_failure,False,False,False,False,False,True,True,evidence_utilization_failure,False,False,False
