claim_id,claim_text,gold_label,gpt-5.4_transition,cluster
187390,Rob McElhenney plays the character Mac on It's Always Sunny in Philadelphia.,Supported,correct_to_wrong,2
187571,Dan Brown published a 2003 bestselling novel.,Refuted,wrong_to_wrong,-1
187789,The Sterile Cuckoo was adapted from a biography by John Nichols.,Refuted,correct_to_wrong,-1
188994,"William Cohen is from Bangor, Maine.",Refuted,wrong_to_wrong,3
189776,"Matthias Corvinus, King of Hungary, established a royal theater troupe between 1458 and 1490.",Supported,wrong_to_wrong,-1
190089,Howard impersonated James Rhodes.,Supported,wrong_to_wrong,-1
191892,Padua is the political hub of the area.,Supported,wrong_to_wrong,0
192203,"Sacre-Coeur, Paris is publicly dedicated to a cult.",Refuted,wrong_to_wrong,-1
192748,The Colbert Report has not been taped.,Supported,wrong_to_wrong,0
192754,The Colbert Report has not been broadcast.,Supported,wrong_to_wrong,-1
193844,"Ed Gagliardi died on April 11, 2014.",Supported,correct_to_wrong,-1
193860,Barry Van Dyke is an actor and the son of a doctor.,Supported,correct_to_wrong,3
193883,Bea Arthur was renamed Bernice Frankel.,Refuted,correct_to_wrong,3
194020,Kim Jong-il works for the Eternal General Secretary.,Supported,wrong_to_wrong,-1
194241,"Mike Friedrich was only born on May 27, 1949.",Supported,wrong_to_wrong,3
194344,Happiness in Slavery is a song by an American band.,Refuted,wrong_to_wrong,1
194795,The marriage of two actors was caused by Fortunes of War.,Supported,correct_to_wrong,2
194800,Fortunes of War caused the union of two actors.,Supported,correct_to_wrong,-1
195020,Girl is criticized as G I R L.,Refuted,correct_to_wrong,-1
196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,correct_to_wrong,-1
197384,Simón Bolívar's maiden name is Simón José Antonio de la Santísima Trinidad Bolívar y Palacios.,Supported,wrong_to_wrong,-1
198545,Catherine Hardwicke is an award-winning film director.,Supported,correct_to_wrong,2
199815,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama.",Supported,correct_to_wrong,1
201098,Marcus Bentley is an American broadcaster.,Supported,wrong_to_wrong,3
201112,Marcus Bentley is a British voice-over artist.,Refuted,wrong_to_wrong,3
202308,The New Jersey Turnpike has lanes that are 12 feet long.,Supported,wrong_to_wrong,-1
203695,Poseidon had a budget of $160 million and did not make a profit.,Refuted,wrong_to_wrong,-1
204300,The Latvian Soviet Socialist Republic was a state of the Soviet Union.,Refuted,wrong_to_wrong,0
204351,The Cretaceous is a Paleogene extinction activity.,Supported,wrong_to_wrong,-1
204572,Commodore is ranked halfway between a navy captain and a rear admiral.,Refuted,wrong_to_wrong,-1
204654,Rio's sequel was released on a date during the 21st century.,Supported,correct_to_wrong,2
205134,Gaius Julius Caesar died before 30 BC.,Supported,correct_to_wrong,0
206038,The Office (US) ran for seasons.,Supported,wrong_to_wrong,2
206465,"Uta Hagan graduated from college on June 12th, 1919.",Refuted,correct_to_wrong,-1
207260,The rate of endometrial cancer has gone up in a number of countries.,Refuted,wrong_to_wrong,-1
207543,Mel B released a song on Virgin Records in 2007.,Supported,correct_to_wrong,1
208906,The Monster is a work of art.,Supported,correct_to_wrong,0
209859,Tie Your Mother Down was on the Billboard charts.,Supported,correct_to_wrong,1
210206,GLOW (TV series) is incapable of being released.,Supported,wrong_to_wrong,-1
212217,Gory Guerrero's full name is Salvador Guerrero.,Refuted,wrong_to_wrong,-1
212317,Mary-Kate Olsen and Ashley Olsen are former child artists.,Refuted,wrong_to_wrong,-1
216365,The Chagatai language was the shared literary language of Central Asia until the 19th century.,Refuted,wrong_to_wrong,0
216392,The Josh Thurlow historical fiction novels were written by Homer Hickman.,Supported,wrong_to_wrong,-1
217168,The Pakistan Movement was the result of a series of transformations in Iraq.,Supported,wrong_to_wrong,0
217194,A monk completely avoids practicing a lifestyle characterized by abstinence from worldly pleasures.,Refuted,correct_to_wrong,-1
217198,A monk lives alone or with other types of people.,Supported,correct_to_wrong,-1
220949,Yugoslavia was part of the Group of 15.,Supported,correct_to_wrong,0
222661,A United Kingdom is a biographical romantic comedy film.,Supported,correct_to_wrong,2
222763,Practical Magic is a 1998 event.,Refuted,wrong_to_wrong,2
223352,The Disaster Artist (film) is 8 years old.,Refuted,wrong_to_wrong,-1
223499,Prague Castle attracts over 18 million visitors annually.,Supported,wrong_to_wrong,-1
224141,Celebrity Rehab with Dr. Drew was later known by another name.,Refuted,wrong_to_wrong,3
225863,Revolver topped America's Billboard Top LP's list for six weeks in 1965.,Supported,wrong_to_wrong,1
226153,Richard Dawkins has been awarded prestigious film awards.,Supported,wrong_to_wrong,-1
227779,Lyon is a city in Southwest France.,Supported,wrong_to_wrong,-1
229309,A working animal is released by humans.,Refuted,wrong_to_wrong,0
