claude_item_id,claude_consensus,claude_rule,n_supported,n_refuted,n_ambiguous,mean_confidence,sd_confidence,modal_sufficiency,issue_flags,source_item_id,order,claim_id,cohort,regression_type,gold_label,gpt54_transition,gpt54mini_transition,consensus_A,rule_A,consensus_B,rule_B,cursor_consensus_C,cursor_rule_C,sd_confidence_A,sd_confidence_C,nli_disagrees,nli2_disagrees,weakly_warranted,cosine_sim,evidence_set_size,n_evidence_pages,claim_len_words,evidence_len_words,resolver_outcome_A,disagreement_type_A,resolver_outcome_B,disagreement_type_B,resolver_outcome_C,disagreement_type_C,resolved_by_titles,resolved_only_by_structure,still_ambiguous_after_C,reversed_after_titles,reversed_after_structure,silver_taxonomy,item_id,claude_ambiguous,claude_decisive,claude_high_decisive,cross_family_taxonomy,claude_agrees_fever,cross_family_taxonomy_fever
CR-000045,Ambiguous,ambiguous_majority,0,0,5,62.6,2.4979991993593593,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000115,45,48815,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.845337754998393,5.706137047074842,True,True,True,0.4697067141532898,1,1,11,26,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000045,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000046,Refuted,high_consensus,0,5,0,65.2,3.7094473981982814,probably_sufficient,negation_or_scope,SA-000107,46,52907,regression,both,Supported,correct_to_wrong,correct_to_wrong,Unresolved,unresolved,Unresolved,unresolved,Unresolved,unresolved,6.6932802122726045,8.63481325796916,True,True,True,0.8988648653030396,1,1,12,27,Refuted,semantic_conflict,Refuted,judge_error,Refuted,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000046,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000047,Ambiguous,ambiguous_majority,1,0,4,57.2,0.9797958971132712,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope;partial_warrant,SA-000563,47,179332,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.908422980528035,9.516301802696255,False,True,False,0.728534996509552,1,1,11,30,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000047,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000048,Ambiguous,ambiguous_majority,0,0,5,64.8,0.7483314773547882,partial_or_ambiguous,partial_warrant,SA-000113,48,142025,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,13.422369388450013,7.332121111929345,True,True,True,0.596528947353363,1,1,18,40,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000048,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000049,Supported,high_consensus,5,0,0,80.2,2.5612496949731396,probably_sufficient,partial_warrant,SA-000940,49,152008,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.879271228182775,4.963869458396343,False,False,False,0.8364071846008301,1,1,10,29,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000049,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000050,Refuted,high_consensus,0,5,0,74.8,1.5999999999999999,probably_sufficient,entity_or_attribute_confusion,SA-000741,50,10328,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.681628884240276,18.391302292116237,True,True,True,0.5232092142105103,1,1,8,28,Ambiguous,partial_warrant,Refuted,judge_error,Refuted,judge_error,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000050,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000051,Ambiguous,ambiguous_majority,0,0,5,58.0,1.2649110640673518,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000124,51,95271,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.584831053261731,6.734983296193095,False,False,False,0.6265134811401367,1,1,5,17,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000051,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000052,Supported,high_consensus,5,0,0,76.4,2.33238075793812,probably_sufficient,entity_or_attribute_confusion,SA-000531,52,197384,resistant,,Supported,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.885575587824865,7.83836717690617,True,True,True,0.634765088558197,1,1,20,62,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000052,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000053,Ambiguous,ambiguous_majority,0,0,5,56.8,0.9797958971132712,partial_or_ambiguous,entity_or_attribute_confusion;other;partial_warrant;possible_missing_surrounding_context,SA-000714,53,102003,resistant,,Refuted,correct_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.91979899370592,16.780941570722426,False,True,False,0.42646607756614685,1,1,11,38,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000053,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000054,Ambiguous,ambiguous_majority,0,0,5,59.8,4.4,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant;possible_missing_surrounding_context,SA-000358,54,87838,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.689311356961968,20.80384579831335,True,True,True,0.4840092658996582,1,1,10,32,Unresolved,unresolved,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000054,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000055,Ambiguous,ambiguous_weak_sufficiency,0,3,2,60.0,3.5777087639996634,partial_or_ambiguous,negation_or_scope;partial_warrant,SA-000203,55,130248,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,16.918628786045282,4.8,True,True,True,0.3375154137611389,1,1,5,12,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000055,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000056,Ambiguous,ambiguous_majority,0,0,5,60.8,2.039607805437114,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-000155,56,68701,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,12.547509713086498,5.499090833947008,False,False,False,0.7518616914749146,1,1,7,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000056,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000057,Ambiguous,ambiguous_majority,0,0,5,63.0,0.8944271909999159,partial_or_ambiguous,partial_warrant,SA-000465,57,188994,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,13.287588193498472,4.586937976471886,True,True,True,0.7549235820770264,1,1,6,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000057,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000058,Ambiguous,ambiguous_majority,0,0,5,69.6,0.8,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant;possible_missing_surrounding_context,SA-000853,58,12015,regression,mini_only,Supported,wrong_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.252540771950095,12.986146464598342,True,True,True,0.6058526039123535,1,1,9,72,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000058,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000059,Ambiguous,ambiguous_majority,1,0,4,56.4,1.3564659966250536,partial_or_ambiguous,entity_or_attribute_confusion;multi_sentence_integration;partial_warrant,SA-001042,59,192203,resistant,,Refuted,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.756287771866126,5.344155686354955,True,True,True,0.5381014347076416,2,2,9,114,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000059,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000060,Ambiguous,ambiguous_majority,0,0,5,60.0,1.2649110640673518,probably_insufficient,partial_warrant;possible_missing_surrounding_context,SA-000906,60,145537,regression,gpt54_only,Supported,correct_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,32.33326460473795,16.998823488700623,False,True,False,0.3687639832496643,1,1,3,53,Unresolved,unresolved,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000060,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000061,Ambiguous,ambiguous_majority,1,1,3,62.4,4.6303347611160905,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000867,61,108880,regression,gpt54_only,Refuted,correct_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.499230723708768,4.898979485566356,True,True,True,0.6206703782081604,1,1,9,40,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000061,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000062,Ambiguous,ambiguous_majority,0,0,5,62.4,0.7999999999999999,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000012,62,41656,robust,,Supported,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,4.923413450036469,5.2,True,True,True,0.661855936050415,1,1,7,15,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000062,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000063,Supported,high_consensus,5,0,0,66.6,3.7735924528226414,probably_sufficient,partial_warrant,SA-000386,63,199746,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.711184694225007,13.059862173851606,True,False,True,0.6706343293190002,1,1,4,41,Ambiguous,representation_sensitive,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000063,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000064,Supported,high_consensus,5,0,0,70.8,0.9797958971132712,probably_sufficient,partial_warrant,SA-000309,64,109563,regression,mini_only,Supported,correct_to_correct,correct_to_wrong,Supported,high_consensus,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,3.878143885933063,13.588230201170424,True,True,True,0.5478347539901733,1,1,4,20,,,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000064,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000065,Refuted,high_consensus,0,4,1,62.0,4.1952353926806065,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope;partial_warrant,SA-000626,65,97576,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.374950980203691,9.173875952943773,True,False,False,0.7477548718452454,1,1,8,29,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000065,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000066,Ambiguous,ambiguous_majority,0,1,4,58.0,1.2649110640673518,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant;possible_missing_surrounding_context,SA-000145,66,220949,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.059776671843954,5.878775382679627,True,True,True,0.46648627519607544,1,1,8,37,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000066,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000067,Ambiguous,ambiguous_majority,0,0,5,60.4,1.4966629547095764,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000718,67,86024,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,15.33101431738944,12.451505933018705,False,True,False,0.6276671886444092,1,1,8,33,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000067,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000068,Ambiguous,ambiguous_majority,0,0,5,60.0,1.2649110640673518,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000220,68,165653,resistant,,Refuted,wrong_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,17.036431551237484,5.440588203494177,False,False,False,0.5425995588302612,1,1,6,16,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000068,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000069,Ambiguous,ambiguous_majority,0,0,5,59.6,1.9595917942265424,partial_or_ambiguous,entity_or_attribute_confusion;multi_sentence_integration,SA-001058,69,1076,resistant,,Supported,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.56971411425142,5.0039984012787215,True,False,True,0.5511075854301453,2,2,6,68,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000069,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000070,Ambiguous,ambiguous_majority,0,0,5,63.4,1.7435595774162693,partial_or_ambiguous,partial_warrant,SA-000975,70,46271,resistant,,Supported,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.322790320451153,12.066482503198685,True,True,True,0.837313711643219,1,1,7,21,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000070,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000071,Supported,high_consensus,5,0,0,67.2,2.9933259094191533,probably_sufficient,partial_warrant,SA-000099,71,201460,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,2.9933259094191533,6.053098380168622,True,True,True,0.7388588190078735,1,1,8,41,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000071,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000072,Ambiguous,ambiguous_majority,0,0,5,61.6,0.7999999999999999,partial_or_ambiguous,numerical_or_temporal_reasoning;partial_warrant,SA-000541,72,225863,resistant,,Supported,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,9.6,6.858571279792899,True,True,True,0.6634700298309326,1,1,12,20,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000072,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000073,Refuted,high_consensus,0,5,0,63.6,2.65329983228432,probably_sufficient,numerical_or_temporal_reasoning;partial_warrant,SA-000627,73,92824,robust,,Refuted,correct_to_correct,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.075431016179809,13.386560424545209,True,True,True,0.8563486337661743,1,1,10,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000073,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000074,Supported,high_consensus,5,0,0,69.6,1.4966629547095764,probably_sufficient,numerical_or_temporal_reasoning,SA-000834,74,218244,rescue,,Supported,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.547184905645283,9.58331884056875,True,True,True,0.8476212024688721,1,1,11,25,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000074,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000075,Supported,high_consensus,5,0,0,69.0,2.0,probably_sufficient,partial_warrant,SA-000555,75,194795,regression,gpt54_only,Supported,correct_to_wrong,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,7.08801805866774,6.740919818541086,True,True,True,0.43079063296318054,1,1,11,15,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000075,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000076,Supported,high_consensus,4,0,1,60.0,2.1908902300206643,partial_or_ambiguous,multi_sentence_integration;partial_warrant,SA-000231,76,113686,resistant,,Supported,wrong_to_wrong,correct_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.554387843269576,7.657675887630659,True,True,True,0.8113910555839539,3,3,17,63,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000076,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000077,Ambiguous,ambiguous_majority,0,0,5,57.4,1.7435595774162693,partial_or_ambiguous,numerical_or_temporal_reasoning;other;partial_warrant,SA-000858,77,25490,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Supported,high_consensus,Unresolved,unresolved,Unresolved,unresolved,6.144916598294887,13.047605144240071,True,True,True,0.5335075855255127,1,1,13,43,,,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000077,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000078,Supported,high_consensus,4,0,1,64.2,4.578209256903839,probably_sufficient,entity_or_attribute_confusion;partial_warrant,SA-000229,78,107667,rescue,,Supported,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,14.554724318928201,2.4,False,False,False,0.5209871530532837,1,1,10,19,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000078,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000079,Supported,high_consensus,5,0,0,64.8,2.9257477676655586,partial_or_ambiguous,partial_warrant,SA-000441,79,45963,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.63481325796916,4.049691346263317,False,False,False,0.5904415845870972,1,1,11,31,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000079,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000080,Refuted,high_consensus,0,5,0,74.8,3.867815921162743,probably_sufficient,numerical_or_temporal_reasoning,SA-000927,80,61401,regression,both,Supported,correct_to_wrong,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,10.781465577554844,13.740451229854134,True,True,True,0.33295130729675293,2,2,12,48,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000080,False,True,True,grok_only_ambiguity,False,cross_family_decisive_feverdifferent
CR-000081,Supported,high_consensus,5,0,0,61.4,3.3823069050575523,partial_or_ambiguous,partial_warrant;possible_missing_surrounding_context,SA-000064,81,133360,resistant,,Supported,correct_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,3.7094473981982814,5.642694391866354,True,True,True,0.3511524796485901,1,1,7,22,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000081,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000082,Ambiguous,ambiguous_majority,0,0,5,60.2,5.344155686354955,partial_or_ambiguous,negation_or_scope;possible_missing_surrounding_context,SA-000192,82,71269,rescue,,Refuted,correct_to_correct,wrong_to_correct,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,11.496086290559932,6.1838499334961226,False,False,False,0.3589251935482025,1,1,10,39,Ambiguous,representation_sensitive,Unresolved,unresolved,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000082,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000083,Ambiguous,ambiguous_majority,0,0,5,55.0,0.0,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000255,83,144302,resistant,,Refuted,wrong_to_correct,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.851495535331117,2.3664319132398464,False,True,False,0.6276557445526123,1,1,5,28,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000083,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000084,Refuted,high_consensus,0,5,0,81.6,2.8705400188814645,probably_sufficient,entity_or_attribute_confusion,SA-000239,84,120190,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,8.997777503361595,8.452218643646177,False,True,False,0.7767355442047119,1,1,13,40,Ambiguous,semantic_conflict,Ambiguous,partial_warrant,Ambiguous,semantic_conflict,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000084,False,True,True,grok_only_ambiguity,True,cross_family_decisive_feversame
CR-000085,Ambiguous,ambiguous_majority,0,0,5,58.6,1.2,partial_or_ambiguous,partial_warrant,SA-000399,85,100802,resistant,,Supported,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,5.932958789676531,8.579044235810887,True,True,True,0.6175010204315186,1,1,11,22,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000085,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000086,Ambiguous,ambiguous_majority,1,0,4,57.2,1.9390719429665315,partial_or_ambiguous,entity_or_attribute_confusion;negation_or_scope;partial_warrant,SA-000993,86,123452,regression,mini_only,Refuted,wrong_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,30.50508154390019,19.339079605813716,True,False,True,0.38047462701797485,1,1,12,14,Unresolved,unresolved,Ambiguous,partial_warrant,Unresolved,unresolved,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000086,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000087,Ambiguous,ambiguous_majority,0,0,5,57.6,2.244994432064365,partial_or_ambiguous,numerical_or_temporal_reasoning;possible_missing_surrounding_context,SA-000262,87,99511,regression,mini_only,Refuted,correct_to_correct,correct_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,21.282856951076845,5.4258639865002145,False,False,False,0.17192527651786804,1,1,9,15,Ambiguous,representation_sensitive,Ambiguous,partial_warrant,Ambiguous,representation_sensitive,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000087,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
CR-000088,Ambiguous,ambiguous_weak_sufficiency,3,0,2,59.6,1.4966629547095764,partial_or_ambiguous,entity_or_attribute_confusion;partial_warrant,SA-000470,88,173919,resistant,,Refuted,wrong_to_wrong,wrong_to_wrong,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,Ambiguous,ambiguous_majority,6.858571279792899,4.560701700396552,True,True,True,0.7640654444694519,1,1,9,23,Ambiguous,partial_warrant,Ambiguous,partial_warrant,Ambiguous,partial_warrant,False,False,True,False,False,silver_partial_or_ambiguous_warrant,CR-000088,True,False,False,cross_family_persistent_ambiguity,,cross_family_persistent_ambiguity
